ncessch,year,school_name,Include,exclude,school_status,school_type,charter,school_level,enrollment,virtual,magnet,street_location,city_location
120108002515.00,2009,PRICE HALFWAY HOUSE FOR GIRLS,0,TRUE,open,other/alternative school,no,other,28,no,No,2515 ORTIZ AVE,FORT MYERS
120108002515.00,2010,PRICE HALFWAY HOUSE FOR GIRLS,0,TRUE,open,other/alternative school,no,other,28,no,No,2515 ORTIZ AVE,FORT MYERS
120108002515.00,2011,PRICE HALFWAY HOUSE FOR GIRLS,0,TRUE,open,other/alternative school,no,other,0,no,No,2515 ORTIZ AVE,FORT MYERS
120108002515.00,2012,PRICE HALFWAY HOUSE FOR GIRLS,0,TRUE,closed,other/alternative school,no,not applicable,0,no,No,2515 ORTIZ AVE,FORT MYERS
120144003994.00,2004,ALTERNATIVE EDUCATION CENTER-PROJECT COMPASS,0,FALSE,new,regular school,no,high,0,no,Missing/not reported,7510 LAUREL HILL OAKS CIR,ORLANDO
120144003994.00,2005,ALTERNATIVE EDUCATION CENTER-PROJECT COMPASS,0,FALSE,open,regular school,no,high,24,no,Missing/not reported,7510 LAUREL HILL OAKS CIR,ORLANDO
120144003994.00,2006,AE PROJCOMP,0,FALSE,open,regular school,no,other,25,no,No,7510 LAUREL HILL OAKS CIR,ORLANDO
120144003994.00,2007,AE- PROJCOMP,0,FALSE,open,regular school,no,high,28,no,No,7510 LAUREL HILL OAKS CIR,ORLANDO
120144003994.00,2008,PROJECT COMPASS,0,FALSE,open,regular school,no,high,25,no,No,7510 LAUREL HILL OAKS CIRCLE,ORLANDO
120144003994.00,2009,PROJECT COMPASS,0,FALSE,open,regular school,no,high,29,no,No,7510 LAUREL HILL OAKS CIRCLE,ORLANDO
120144003994.00,2010,PROJECT COMPASS,0,FALSE,open,regular school,no,high,17,no,No,7531 SOUTH ORANGE BLOSSOM TRAI,ORLANDO
120144003994.00,2011,PROJECT COMPASS,0,FALSE,open,regular school,no,high,31,no,No,7531 SOUTH ORANGE BLOSSOM TRAI,ORLANDO
120144003994.00,2012,PROJECT COMPASS,0,TRUE,open,other/alternative school,no,high,29,no,No,7531 SOUTH ORANGE BLOSSOM TRL,ORLANDO
120144003994.00,2013,PROJECT COMPASS,0,TRUE,open,other/alternative school,no,high,30,no,No,7531 SOUTH ORANGE BLOSSOM TRL,ORLANDO
120144003994.00,2014,PROJECT COMPASS,0,TRUE,open,other/alternative school,no,high,37,no,No,7531 S ORANGE BLOSSOM TRL,ORLANDO
120144003994.00,2015,PROJECT COMPASS,0,TRUE,open,other/alternative school,no,high,35,no,No,7531 S ORANGE BLOSSOM TRL,ORLANDO
120144003994.00,2016,PROJECT COMPASS,0,TRUE,open,other/alternative school,no,high,30,no,No,7531 S ORANGE BLOSSOM TRL,ORLANDO
120144003994.00,2017,PROJECT COMPASS,0,TRUE,open,other/alternative school,no,high,37,no,No,7531 S ORANGE BLOSSOM TRL,ORLANDO
120144003994.00,2018,PROJECT COMPASS,0,TRUE,open,other/alternative school,no,high,36,no,No,7531 S ORANGE BLOSSOM TRL,ORLANDO
120144004006.00,2004,ALTERNATIVE EDUCATION CENTER-YOP,0,FALSE,new,regular school,no,high,0,no,Missing/not reported,7510 LAUREL HILL OAKS CIR,ORLANDO
120144004006.00,2005,ALTERNATIVE EDUCATION CENTER-YOP,0,FALSE,open,regular school,no,high,36,no,Missing/not reported,7510 LAUREL HILL OAKS CIR,ORLANDO
120144004006.00,2006,AE YOP,0,FALSE,open,regular school,no,high,66,no,No,7510 LAUREL HILL OAKS CIR,ORLANDO
120144004006.00,2007,AE- YOP,0,FALSE,open,regular school,no,other,74,no,No,7510 LAUREL HILL OAKS CIR,ORLANDO
120144004006.00,2008,YOUTH OFFENDER PROGRAM,0,FALSE,open,regular school,no,high,60,no,No,7510 LAUREL HILL OAKS CIRCLE,ORLANDO
120144004006.00,2009,YOUTHFUL OFFENDERS PROGRAM,0,FALSE,open,regular school,no,high,48,no,No,7510 LAUREL HILL OAKS CIRCLE,ORLANDO
120144004006.00,2010,YOUTHFUL OFFENDERS PROGRAM,0,FALSE,open,regular school,no,high,37,no,No,3741 VISION BLVD,ORLANDO
120144004006.00,2011,YOUTHFUL OFFENDERS PROGRAM,0,FALSE,open,regular school,no,high,47,no,No,3741 VISION BLVD,ORLANDO
120144004006.00,2012,YOUTHFUL OFFENDERS PROGRAM,0,TRUE,open,other/alternative school,no,high,47,no,No,3741 VISION BLVD,ORLANDO
120144004006.00,2013,YOUTHFUL OFFENDERS PROGRAM,0,TRUE,open,other/alternative school,no,high,29,no,No,3741 VISION BLVD,ORLANDO
120144004006.00,2014,YOUTHFUL OFFENDERS PROGRAM,0,TRUE,open,other/alternative school,no,high,28,no,No,3741 VISION BLVD,ORLANDO
120144004006.00,2015,JUVENILE OFFENDERS PROGRAM,0,TRUE,open,other/alternative school,no,high,37,no,No,3741 VISION BLVD,ORLANDO
120144004006.00,2016,JUVENILE OFFENDERS PROGRAM,0,TRUE,open,other/alternative school,no,high,22,no,No,3741 VISION BLVD,ORLANDO
120144004006.00,2017,JUVENILE OFFENDERS PROGRAM,0,TRUE,open,other/alternative school,no,high,14,no,No,3741 VISION BLVD,ORLANDO
120144004006.00,2018,JUVENILE OFFENDERS PROGRAM,0,TRUE,open,other/alternative school,no,high,13,no,No,3741 VISION BLVD,ORLANDO
120147000940.00,1999,C.O.P.E.,0,FALSE,open,regular school,no,,97,no,Missing/not reported,1022 VIRGINIA AVENUE,ST CLOUD
120147000940.00,2000,C.O.P.E.,0,FALSE,open,regular school,no,other,73,no,Missing/not reported,1022 VIRGINIA AVENUE,ST CLOUD
120147000940.00,2001,C.O.P.E.,0,FALSE,open,regular school,no,other,108,no,Missing/not reported,,ST. CLOUD
120147000940.00,2002,C.O.P.E.,0,FALSE,open,regular school,no,other,123,no,Missing/not reported,1022 VIRGINIA AVENUE,ST. CLOUD
120147000940.00,2003,C.O.P.E.,0,FALSE,open,regular school,no,other,129,no,Missing/not reported,1022 VIRGINIA AVENUE,ST. CLOUD
120147000940.00,2004,C.O.P.E.,0,FALSE,open,regular school,no,other,106,no,Missing/not reported,1022 VIRGINIA AVENUE,ST. CLOUD
120147000940.00,2005,C.O.P.E.,0,TRUE,open,other/alternative school,no,other,133,no,Missing/not reported,2216 E. IRLO BRONSON HWY,KISSIMMEE
120147000940.00,2006,C.O.P.E.,0,TRUE,open,other/alternative school,no,other,144,no,No,2216 E. IRLO BRONSON HWY,KISSIMMEE
120147000940.00,2007,C.O.P.E.,0,TRUE,open,other/alternative school,no,other,111,no,No,2216 E. IRLO BRONSON HWY,KISSIMMEE
120147000940.00,2008,C.O.P.E.,0,TRUE,open,other/alternative school,no,other,102,no,No,2216 EAST IRLO BRONSON HWY,KISSIMMEE
120147000940.00,2009,C.O.P.E.,0,TRUE,open,other/alternative school,no,other,99,no,No,2216 EAST IRLO BRONSON HWY,KISSIMMEE
120147000940.00,2010,C.O.P.E.,0,TRUE,open,other/alternative school,no,high,117,no,No,2218 EAST IRLO BRONSON MEM HWY,KISSIMMEE
120147000940.00,2011,C.O.P.E.,0,TRUE,closed,other/alternative school,no,not applicable,0,no,No,2218 EAST IRLO BRONSON MEM HWY,KISSIMMEE
120150004126.00,2003,SURVIVORS CHARTR SCHOOL BOYTON,0,FALSE,new,regular school,yes,high,661,no,Missing/not reported,1325 GATEWAY BOULEVARD,BOYNTON BEACH
120150004126.00,2004,SURVIVORS CHARTR SCHOOL BOYTON,0,FALSE,open,regular school,yes,high,757,no,Missing/not reported,1325 GATEWAY BOULEVARD,BOYNTON BEACH
120150004126.00,2005,SURVIVORS CHARTR SCHOOL BOYTON,0,TRUE,open,other/alternative school,yes,high,720,no,Missing/not reported,1325 GATEWAY BLVD,BOYNTON BEACH
120150004126.00,2006,SURVIVORS CHARTR SCHOOL BOYTON,0,TRUE,open,other/alternative school,no,high,294,no,No,1325 GATEWAY BLVD,BOYNTON BEACH
120150004126.00,2007,SURVIVORS CHARTER SCHOOL BOYNTON,0,TRUE,open,other/alternative school,no,high,0,no,No,1325 GATEWAY BLVD,BOYNTON BEACH
120150004126.00,2008,SURVIVORS CHARTER SCHOOL BOYNTON,0,TRUE,closed,other/alternative school,no,not applicable,0,no,No,1325 GATEWAY BLVD,BOYNTON BEACH
120153004428.00,2000,SAN ANTONIO BOYS VILLAGE - HRS RESIDENTIAL,0,FALSE,new,regular school,no,other,24,no,Missing/not reported,P. O. BOX 505,SAN ANTONIO
120153004428.00,2001,SAN ANTONIO BOYS VILLAGE - HRS RESIDENTIAL,0,FALSE,open,regular school,no,other,30,no,Missing/not reported,,SAN ANTONIO
120153004428.00,2002,SAN ANTONIO BOYS VILLAGE - HRS RESIDENTIAL,0,FALSE,open,regular school,no,other,31,no,Missing/not reported,,SAN ANTONIO
120153004428.00,2003,SAN ANTONIO BOYS VILLAGE - HRS,0,FALSE,open,regular school,no,other,31,no,Missing/not reported,P. O. BOX 505,SAN ANTONIO
120153004428.00,2004,SAN ANTONIO BOYS VILLAGE - HRS,0,FALSE,open,regular school,no,other,30,no,Missing/not reported,P. O. BOX 505,SAN ANTONIO
120153004428.00,2005,SAN ANTONIO BOYS VILLAGE - HRS,0,TRUE,open,other/alternative school,no,other,30,no,Missing/not reported,11609 BOYS VILLAGE,SAN ANTONIO
120153004428.00,2006,SAN ANTONIO BOYS VILLAGE - HRS,0,TRUE,open,other/alternative school,no,other,29,no,No,11609 BOYS VILLAGE,SAN ANTONIO
120153004428.00,2007,SAN ANTONIO BOYS VILLAGE - HRS,0,TRUE,open,other/alternative school,no,other,19,no,No,11609 BOYS VILLAGE,SAN ANTONIO
120153004428.00,2008,SAN ANTONIO BOYS VILLAGE - HRS,0,TRUE,open,other/alternative school,no,other,29,no,No,11609 BOYS VILLAGE,SAN ANTONIO
120153004428.00,2009,SAN ANTONIO BOYS VILLAGE - HRS,0,TRUE,open,other/alternative school,no,other,13,no,No,11609 BOYS VILLAGE,SAN ANTONIO
120153004428.00,2010,SAN ANTONIO BOYS VILLAGE - HRS,0,TRUE,closed,other/alternative school,no,not applicable,0,no,No,11609 BOYS VILLAGE,SAN ANTONIO
120156003784.00,2001,EWES - ECKERD YOUTH CONSERVATION ACADEMY,0,FALSE,new,regular school,no,other,51,no,Missing/not reported,,CLEARWATER
120156003784.00,2002,EWES - ECKERD YOUTH CONSERVATION ACADEMY,0,FALSE,open,regular school,no,other,50,no,Missing/not reported,100 N. STARCREST DRIVE,CLEARWATER
120156003784.00,2003,EWES-ECKERD YOUTH CONSERVATION,0,FALSE,open,regular school,no,other,49,no,Missing/not reported,100 N STARCREST DRIVE,CLEARWATER
120156003784.00,2004,EWES-ECKERD YOUTH CONSERVATION,0,FALSE,open,regular school,no,other,50,no,Missing/not reported,100 N STARCREST DRIVE,CLEARWATER
120156003784.00,2005,EWES-ECKERD YOUTH CONSERVATION,0,TRUE,open,other/alternative school,no,other,47,no,Missing/not reported,100 N STARCREST DR,CLEARWATER
120156003784.00,2006,EWES-ECKERD YOUTH CONSERVATION,0,TRUE,open,other/alternative school,no,high,47,no,No,100 N STARCREST DR,CLEARWATER
120156003784.00,2007,ECKERD YOUTH ACADEMY,0,TRUE,open,other/alternative school,no,other,41,no,No,100 N STARCREST DR,CLEARWATER
120156003784.00,2008,ECKERD YOUTH ACADEMY,0,TRUE,open,other/alternative school,no,other,35,no,No,100 NORTH STARCREST DR,CLEARWATER
120156003784.00,2009,ECKERD YOUTH ACADEMY,0,TRUE,closed,other/alternative school,no,not applicable,,no,No,100 NORTH STARCREST DR,CLEARWATER
120156003785.00,2001,EWES - ECKERD INTENSIVE HALFWAY HOUSE,0,FALSE,new,regular school,no,other,29,no,Missing/not reported,,CLEARWATER
120156003785.00,2002,EWES - ECKERD INTENSIVE HALFWAY HOUSE,0,FALSE,open,regular school,no,other,30,no,Missing/not reported,100 N. STARCREST DRIVE,CLEARWATER
120156003785.00,2003,EWES-ECKERD INTENSIVE HALFWAY,0,FALSE,open,regular school,no,other,31,no,Missing/not reported,100 N STARCREST DRIVE,CLEARWATER
120156003785.00,2004,EWES-ECKERD INTENSIVE HALFWAY,0,FALSE,open,regular school,no,other,30,no,Missing/not reported,100 N STARCREST DRIVE,CLEARWATER
120156003785.00,2005,EWES-ECKERD INTENSIVE HALFWAY,0,TRUE,open,other/alternative school,no,high,31,no,Missing/not reported,100 N STARCREST DR,CLEARWATER
120156003785.00,2006,EWES-ECKERD INTENSIVE HALFWAY,0,TRUE,open,other/alternative school,no,other,26,no,No,100 N STARCREST DR,CLEARWATER
120156003785.00,2007,EWES-ECKERD INTENSIVE HALFWAY,0,TRUE,open,other/alternative school,no,other,31,no,No,100 N STARCREST DR,CLEARWATER
120156003785.00,2008,EWES-ECKERD INTENSIVE HALFWAY,0,TRUE,open,other/alternative school,no,other,30,no,No,100 NORTH STARCREST DR,CLEARWATER
120156003785.00,2009,EWES-ECKERD INTENSIVE HALFWAY,0,TRUE,closed,other/alternative school,no,not applicable,,no,No,800 NE 72ND CIRCLE NORTH,OKEECHOBEE
120156003922.00,2002,EWES - E-TU-MAKEE CAMP,0,FALSE,new,regular school,no,other,41,no,Missing/not reported,100 N. STARCREST DRIVE,CLEARWATER
120156003922.00,2003,EWES - E-TU-MAKEE CAMP,0,FALSE,open,regular school,no,other,48,no,Missing/not reported,100 N STARCREST DRIVE,CLEARWATER
120156003922.00,2004,EWES - E-TU-MAKEE CAMP,0,FALSE,open,regular school,no,other,49,no,Missing/not reported,100 N STARCREST DRIVE,CLEARWATER
120156003922.00,2005,EWES - E-TU-MAKEE CAMP,0,TRUE,open,other/alternative school,no,other,49,no,Missing/not reported,100 N STARCREST DR,CLEARWATER
120156003922.00,2006,EWES - E-TU-MAKEE CAMP,0,TRUE,open,other/alternative school,no,other,44,no,No,100 N STARCREST DR,CLEARWATER
120156003922.00,2007,EWES - E-TU-MAKEE CAMP,0,TRUE,open,other/alternative school,no,other,33,no,No,100 N STARCREST DR,CLEARWATER
120156003922.00,2008,EWES - E-TU-MAKEE CAMP,0,TRUE,closed,other/alternative school,no,not applicable,0,no,No,100 NORTH STARCREST DR,CLEARWATER
120156007048.00,2006,HOME BUILDERS-PROJECT CRAFT,0,FALSE,added,regular school,no,other,13,no,No,301 4TH STREET SW,LARGO
120156007048.00,2007,HOME BUILDERS-PROJECT CRAFT,0,TRUE,open,other/alternative school,no,high,6,no,No,301 4TH STREET SW,LARGO
120156007048.00,2008,HOME BUILDERS-PROJECT CRAFT,0,TRUE,closed,other/alternative school,no,not applicable,0,no,No,301 4TH ST SW,LARGO
120159004181.00,2004,HAINES CITY LITERARCY LEARNING ACADEMY,1,FALSE,new,regular school,yes,high,147,no,Missing/not reported,2800 HORNET DRIVE,HAINES CITY
120159004181.00,2005,HAINES CITY LITERARCY LEARNING ACADEMY,1,TRUE,open,other/alternative school,yes,other,129,no,Missing/not reported,2800 HORNET DR,HAINES CITY
120159004181.00,2006,HAINES CITY LITERARCY LEARNING ACADEMY,0,TRUE,closed,other/alternative school,yes,not applicable,0,no,Missing/not reported,2800 HORNET DR,HAINES CITY
120159008068.00,2011,OUR CHILDRENS MIDDLE ACADEMY,0,FALSE,future,regular school,yes,not applicable,0,no,Missing/not reported,150 AVE B SE,WINTER HAVEN
120159008068.00,2012,OUR CHILDRENS MIDDLE ACADEMY,1,FALSE,new,regular school,yes,middle,44,no,No,16 3RD ST NORTH,LAKE WALES
120159008068.00,2013,OUR CHILDRENS MIDDLE ACADEMY,1,TRUE,open,special education school,yes,middle,69,no,No,16 3RD ST NORTH,LAKE WALES
120159008068.00,2014,OUR CHILDRENS MIDDLE ACADEMY,0,TRUE,closed,special education school,yes,not applicable,0,no,,16 3RD ST N,LAKE WALES
120159008246.00,2013,POLK STATE LAKELAND GATEWAY TO COLLEGE CHARTER HIG,1,FALSE,new,regular school,yes,high,46,no,No,3425 WINTER LAKE RD,LAKELAND
120159008246.00,2014,POLK STATE LAKELAND GATEWAY TO COLLEGE CHARTER HIGH SCHOOL,1,FALSE,open,regular school,yes,high,121,no,No,3425 WINTER LAKE RD,LAKELAND
120159008246.00,2015,POLK STATE LAKELAND GATEWAY TO COLLEGE CHARTER HIGH SCHOOL,1,FALSE,open,regular school,yes,high,148,no,No,3425 WINTER LAKE RD,LAKELAND
120159008246.00,2016,SPEC ED,1,TRUE,open,other/alternative school,yes,high,199,no,No,3425 WINTER LAKE RD,LAKELAND
120159008246.00,2017,POLK STATE LAKELAND GATEWAY TO COLLEGE CHARTER HIGH SCHOOL,1,TRUE,open,other/alternative school,yes,high,214,no,No,3425 WINTER LAKE RD,LAKELAND
120159008246.00,2018,POLK STATE LAKELAND GATEWAY TO COLLEGE CHARTER HIGH SCHOOL,1,TRUE,open,other/alternative school,yes,high,232,no,No,3425 WINTER LAKE RD,LAKELAND
120192003519.00,1999,"ROBERT E. LEE, JR. HALL",0,FALSE,open,regular school,no,,19,no,Missing/not reported,3875 TIGER BAY ROAD,DAYTONA BEACH
120192003519.00,2000,"ROBERT E. LEE, JR. HALL",0,FALSE,open,regular school,no,other,17,no,Missing/not reported,3875 TIGER BAY ROAD,DAYTONA BEACH
120192003519.00,2001,"ROBERT E. LEE, JR. HALL",0,FALSE,open,regular school,no,other,19,no,Missing/not reported,,DAYTONA BEACH
120192003519.00,2002,STEWART MARCHMAN CENTER THE OAKS      (FORMERLY RO,0,FALSE,open,regular school,no,other,20,no,Missing/not reported,3875 TIGER BAY ROAD,DAYTONA BEACH
120192003519.00,2003,STEWART MARCHMAN CENTER/OAKS,0,FALSE,open,regular school,no,other,41,no,Missing/not reported,3875 TIGER BAY ROAD,DAYTONA BEACH
120192003519.00,2004,STEWART MARCHMAN CENTER/OAKS,0,FALSE,open,regular school,no,other,34,no,Missing/not reported,3875 TIGER BAY ROAD,DAYTONA BEACH
120192003519.00,2005,STEWART MARCHMAN CENTER/OAKS,0,TRUE,open,other/alternative school,no,high,38,no,Missing/not reported,3875 TIGER BAY RD,DAYTONA BEACH
120192003519.00,2006,STEWART MARCHMAN CENTER/OAKS,0,TRUE,open,other/alternative school,no,other,30,no,No,3875 TIGER BAY RD,DAYTONA BEACH
120192003519.00,2007,STEWART MARCHMAN CENTER/OAKS,0,TRUE,open,other/alternative school,no,other,28,no,No,3875 TIGER BAY RD,DAYTONA BEACH
120192003519.00,2008,STEWART MARCHMAN CENTER/OAKS,0,TRUE,open,other/alternative school,no,other,16,no,No,3875 TIGER BAY RD,DAYTONA BEACH
120192003519.00,2009,STEWART MARCHMAN CENTER/OAKS,0,TRUE,open,other/alternative school,no,other,16,no,No,3875 TIGER BAY RD,DAYTONA BEACH
120192003519.00,2010,STEWART MARCHMAN CENTER/OAKS,0,TRUE,open,other/alternative school,no,high,20,no,No,3875 TIGER BAY RD,DAYTONA BEACH
120192003519.00,2011,STEWART MARCHMAN CENTER/OAKS,0,TRUE,open,other/alternative school,no,other,0,no,No,3875 TIGER BAY RD,DAYTONA BEACH
120192003519.00,2012,STEWART MARCHMAN CENTER/OAKS,0,TRUE,closed,other/alternative school,no,not applicable,0,no,No,3875 TIGER BAY RD,DAYTONA BEACH
120039007309.00,2007,LIFE SKILLS CENTER-LIBERTY CITY AREA,1,,new,regular school,yes,high,12,no,No,7900 NW 27 AVE,MIAMI
120039007309.00,2008,LIFE SKILLS CENTER-LIBERTY CITY AREA,1,,open,regular school,yes,high,59,no,No,7900 NW 27 AVE,MIAMI
120039007309.00,2009,LIFE SKILLS CENTER-LIBERTY CITY AREA,0,,closed,other/alternative school,yes,not applicable,0,no,No,7900 NW 27TH AVE,MIAMI
120150003471.00,1999,POTENTIALS CHARTER SCHOOL,1,,open,regular school,yes,,23,no,Missing/not reported,1201 AUSTRALIAN AVENUE,RIVIERA BEACH
120150003471.00,2000,POTENTIALS CHARTER SCHOOL,1,,open,regular school,yes,primary,25,no,Missing/not reported,1201 AUSTRALIAN AVENUE,RIVIERA BEACH
120150003471.00,2001,POTENTIALS CHARTER SCHOOL,1,,open,regular school,yes,primary,30,no,Missing/not reported,Missing/not reported,RIVIERA BEACH
120150003471.00,2002,POTENTIALS CHARTER SCHOOL,1,,open,regular school,yes,primary,30,no,Missing/not reported,1201 AUSTRALIAN AVENUE,RIVIERA BEACH
120150003471.00,2003,POTENTIALS CHARTER SCHOOL,1,,open,regular school,yes,primary,33,no,Missing/not reported,1201 AUSTRALIAN AVENUE,RIVIERA BEACH
120150003471.00,2004,POTENTIALS CHARTER SCHOOL,1,,open,regular school,yes,primary,32,no,Missing/not reported,1201 AUSTRALIAN AVENUE,RIVIERA BEACH
120150003471.00,2005,POTENTIALS CHARTER SCHOOL,1,,open,regular school,yes,primary,33,no,Missing/not reported,1201 AUSTRALIAN AVE,RIVIERA BEACH
120150003471.00,2006,POTENTIALS CHARTER SCHOOL,1,,open,regular school,yes,primary,30,no,No,1201 AUSTRALIAN AVE,RIVIERA BEACH
120150003471.00,2007,POTENTIALS CHARTER SCHOOL,1,,open,regular school,yes,primary,31,no,No,1201 AUSTRALIAN AVE,RIVIERA BEACH
120150003471.00,2008,POTENTIALS CHARTER SCHOOL,1,,open,special education school,yes,primary,31,no,No,1201 AUSTRALIAN AVE,RIVIERA BEACH
120150003471.00,2009,POTENTIALS CHARTER SCHOOL,1,,open,special education school,yes,primary,32,no,No,1201 AUSTRALIAN AVE,RIVIERA BEACH
120150003471.00,2010,POTENTIALS CHARTER SCHOOL,1,,open,special education school,yes,primary,24,no,No,1201 AUSTRALIAN AVE,RIVIERA BEACH
120150003471.00,2011,POTENTIALS CHARTER SCHOOL,1,,open,special education school,yes,primary,28,no,No,1201 AUSTRALIAN AVE,RIVIERA BEACH
120150003471.00,2012,POTENTIALS CHARTER SCHOOL,1,,open,special education school,yes,primary,33,no,No,1201 AUSTRALIAN AVE,RIVIERA BEACH
120150003471.00,2013,POTENTIALS CHARTER SCHOOL,1,,open,special education school,yes,primary,26,no,No,1201 AUSTRALIAN AVE,RIVIERA BEACH
120150003471.00,2014,POTENTIALS CHARTER SCHOOL,1,,open,special education school,yes,primary,22,no,No,1201 AUSTRALIAN AVE,RIVIERA BEACH
120150003471.00,2015,POTENTIALS CHARTER SCHOOL,1,,open,special education school,yes,primary,26,no,No,1201 AUSTRALIAN AVE,RIVIERA BEACH
120150003471.00,2016,POTENTIALS CHARTER SCHOOL,1,,open,special education school,yes,primary,21,no,No,1201 AUSTRALIAN AVE,RIVIERA BEACH
120150003471.00,2017,POTENTIALS CHARTER SCHOOL,1,,open,special education school,yes,primary,29,no,No,1201 AUSTRALIAN AVE,RIVIERA BEACH
120150003471.00,2018,POTENTIALS CHARTER SCHOOL,1,,open,special education school,yes,primary,30,no,No,1201 AUSTRALIAN AVE,RIVIERA BEACH
120150003643.00,1999,RENAISSANCE LEARNING CENTER,1,,new,regular school,yes,,6,no,Missing/not reported,4075 HOLLY DRIVE,PALM BEACH GARDENS
120150003643.00,2000,RENAISSANCE LEARNING CENTER,1,,open,regular school,yes,primary,8,no,Missing/not reported,11980 ALTERNATE A1A,PALM BEACH GARDENS
120150003643.00,2001,RENAISSANCE LEARNING CENTER,1,,open,regular school,yes,primary,8,no,Missing/not reported,Missing/not reported,PALM BEACH GARDENS
120150003643.00,2002,RENAISSANCE LEARNING CENTER,1,,open,regular school,yes,primary,11,no,Missing/not reported,11980 ALTERNATE A1A,PALM BEACH GARDENS
120150003643.00,2003,RENAISSANCE LEARNING CENTER,1,,open,regular school,yes,primary,27,no,Missing/not reported,11980 ALTERNATE A1A,PALM BEACH GARDENS
120150003643.00,2004,RENAISSANCE LEARNING CENTER,1,,open,regular school,yes,primary,34,no,Missing/not reported,11980 ALTERNATE A1A,PALM BEACH GARDENS
120150003643.00,2005,RENAISSANCE LEARNING CENTER,1,,open,regular school,yes,primary,47,no,Missing/not reported,5800 CORPORATE DRIVE,WEST PALM BEACH
120150003643.00,2006,RENAISSANCE LEARNING CENTER,1,,open,regular school,yes,primary,55,no,No,5800 CORPORATE WAY,WEST PALM BEACH
120150003643.00,2007,RENAISSANCE LEARNING CENTER,1,,open,regular school,yes,primary,55,no,No,5800 CORPORATE WAY,WEST PALM BEACH
120150003643.00,2008,RENAISSANCE LEARNING CENTER,1,,open,special education school,yes,primary,60,no,No,5800 CORPORATE WAY,WEST PALM BEACH
120150003643.00,2009,RENAISSANCE LEARNING CENTER,1,,open,special education school,yes,primary,64,no,No,5800 CORPORATE WAY,WEST PALM BEACH
120150003643.00,2010,RENAISSANCE LEARNING CENTER,1,,open,special education school,yes,primary,65,no,No,5800 CORPORATE WAY,WEST PALM BEACH
120150003643.00,2011,RENAISSANCE LEARNING CENTER,1,,open,special education school,yes,primary,96,no,No,5800 CORPORATE WAY,WEST PALM BEACH
120150003643.00,2012,RENAISSANCE LEARNING CENTER,1,,open,special education school,yes,primary,102,no,No,5800 CORPORATE WAY,WEST PALM BEACH
120150003643.00,2013,RENAISSANCE LEARNING CENTER,1,,open,special education school,yes,primary,108,no,No,5800 CORPORATE WAY,WEST PALM BEACH
120150003643.00,2014,RENAISSANCE LEARNING CENTER,1,,open,special education school,yes,primary,116,no,No,5800 CORPORATE WAY STE 101,WEST PALM BEACH
120150003643.00,2015,RENAISSANCE LEARNING CENTER,1,,open,special education school,yes,primary,113,no,No,5800 CORPORATE WAY STE 101,Missing/not reported
120150003643.00,2016,THE LEARNING CENTER AT THE ELS CENTER OF EXCELLENCE,1,,open,special education school,yes,primary,126,no,No,5800 CORPORATE WAY STE 101,WEST PALM BEACH
120150003643.00,2017,THE LEARNING CENTER AT THE ELS CENTER OF EXCELLENCE,1,,open,special education school,yes,primary,136,no,No,5800 CORPORATE WAY STE 101,WEST PALM BEACH
120150003643.00,2018,THE LEARNING CENTER AT THE ELS CENTER OF EXCELLENCE,1,,open,special education school,yes,primary,137,no,No,5800 CORPORATE WAY STE 101,WEST PALM BEACH
120171003802.00,2001,UCP SEMINOLE CHILD DEVELOPMENT CENTER CHARTER SCHO,1,,new,regular school,yes,primary,29,no,Missing/not reported,Missing/not reported,SANFORD
120171003802.00,2002,UCP SEMINOLE CHILD DEVELOPMENT CENTER CHARTER SCHO,1,,open,regular school,yes,primary,33,no,Missing/not reported,301 OAK STREET,SANFORD
120171003802.00,2003,UCP SEMINOLE CHILD DEVELOPMENT,1,,open,regular school,yes,primary,39,no,Missing/not reported,301 OAK STREET,SANFORD
120171003802.00,2004,UCP SEMINOLE CHILD DEVELOPMENT,1,,open,regular school,yes,primary,36,no,Missing/not reported,301 OAK STREET,SANFORD
120171003802.00,2005,UCP SEMINOLE CHILD DEVELOPMENT,1,,open,regular school,yes,primary,29,no,Missing/not reported,301 OAK ST,SANFORD
120171003802.00,2006,UCP SEMINOLE CHILD DEVELOPMENT,1,,open,regular school,yes,primary,37,no,No,301 OAK ST,SANFORD
120171003802.00,2007,UCP SEMINOLE CHILD DEVELOPMENT,1,,open,regular school,yes,primary,45,no,No,301 OAK ST,SANFORD
120171003802.00,2008,UCP SEMINOLE CHILD DEVELOPMENT,1,,open,regular school,yes,primary,52,no,No,301 OAK ST,SANFORD
120171003802.00,2009,UCP SEMINOLE CHILD DEVELOPMENT,1,,open,special education school,yes,primary,58,no,No,301 OAK ST,SANFORD
120171003802.00,2010,UCP SEMINOLE CHILD DEVELOPMENT,1,,open,special education school,yes,primary,49,no,No,301 OAK ST,SANFORD
120171003802.00,2011,UCP SEMINOLE CHILD DEVELOPMENT,1,,open,special education school,yes,primary,50,no,No,301 OAK ST,SANFORD
120171003802.00,2012,UCP SEMINOLE CHILD DEVELOPMENT,1,,open,special education school,yes,primary,55,no,No,301 OAK ST,SANFORD
120171003802.00,2013,UCP SEMINOLE CHILD DEVELOPMENT,1,,open,special education school,yes,primary,59,no,No,301 OAK ST,SANFORD
